Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc,Avg Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Avg Max Air Temp (F),qc,Avg Min Air Temp (F),qc,Avg Air Temp (F),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (F),qc,Avg Wind Speed (mph),qc,Avg Soil Temp (F),qc
195,Auburn,Sierra Foothill,Aug 2016,7.82, ,0.00, ,605, ,10.9, ,93.8, ,63.3, ,78.2, ,55, ,19, ,33, ,46.7, ,3.2, ,76.9, 
195,Auburn,Sierra Foothill,Sep 2016,6.07,K,0.00,K,499,K,9.4,K,87.4, ,60.4, ,73.0,K,54,K,20,K,35, ,42.7, ,3.5,K,72.0,K
195,Auburn,Sierra Foothill,Oct 2016,2.82,K,7.57,K,268,K,11.6,K,73.2,K,53.4,K,61.9,K,82,L,44,L,64,L,47.7,L,3.1,K,64.6,K
195,Auburn,Sierra Foothill,Nov 2016,1.66,K,3.96, ,200, ,10.8,K,66.0, ,46.9,K,55.3,K,92, ,47, ,72,K,46.1,K,2.6,K,58.0,K
195,Auburn,Sierra Foothill,Dec 2016,0.78,K,6.59,K,125, ,8.9,K,55.4, ,39.5,K,46.2, ,96, ,59, ,81,K,40.4,K,1.7,K,49.0, 
195,Auburn,Sierra Foothill,Jan 2017,0.71,K,12.48,K,118, ,9.0,K,53.5, ,40.1,K,45.9, ,97, ,66, ,84,L,40.6,L,1.1,K,47.6, 
195,Auburn,Sierra Foothill,Feb 2017,1.13,K,12.89, ,173, ,10.6,K,59.3, ,45.0,K,51.5, ,95, ,58, ,77,L,43.4,L,1.0,K,52.5, 
195,Auburn,Sierra Foothill,Mar 2017,2.58,K,4.21, ,288, ,10.0,K,66.7, ,47.1, ,55.9, ,88, ,44, ,65,K,44.1,K,1.0,K,56.7,K
195,Auburn,Sierra Foothill,Apr 2017,3.39,K,5.38,K,378, ,10.4,K,67.8, ,46.9,K,57.3, ,90, ,43, ,66,K,45.2,K,2.0,K,60.2, 
195,Auburn,Sierra Foothill,May 2017,6.38, ,0.29, ,565,K,11.7,K,80.5, ,53.5,K,67.2,K,77, ,31, ,52,K,48.3,K,3.4,K,70.6,K
195,Auburn,Sierra Foothill,Jun 2017,6.58, ,0.26, ,524, ,13.8,K,90.2,K,61.7,K,75.5,K,72, ,26, ,46,L,52.1,L,3.4, ,75.8,K
195,Auburn,Sierra Foothill,Jul 2017,8.84, ,0.00, ,643,K,11.5,K,98.1, ,68.3,L,82.6, ,51, ,15, ,31,K,48.1,K,3.5,K,79.6,K
195,Auburn,Sierra Foothill,Aug 2017,7.54, ,0.00, ,554, ,13.4,K,96.2,K,67.4,K,81.3,K,61, ,22, ,38,K,52.0,K,3.2,K,81.6,L
195,Auburn,Sierra Foothill,Sep 2017,5.40, ,0.00, ,424, ,11.5,K,87.1,K,62.6,K,73.8,K,61, ,27, ,41,L,46.5,L,3.5, ,77.4,K
195,Auburn,Sierra Foothill,Oct 2017,4.34, ,0.52, ,350, ,7.8, ,78.3, ,52.7, ,64.1, ,57, ,23, ,39, ,36.9, ,3.6, ,69.2,K
195,Auburn,Sierra Foothill,Nov 2017,1.13,K,6.50, ,147, ,11.8,K,63.6, ,48.1,K,54.7, ,96, ,57, ,79,L,48.1,L,2.7, ,60.4,K
195,Auburn,Sierra Foothill,Dec 2017,1.40,K,0.70, ,152, ,7.3, ,60.7, ,39.4, ,48.4, ,87, ,38, ,63, ,36.0, ,2.9,K,51.5, 
195,Auburn,Sierra Foothill,Jan 2018,0.97, ,3.66,K,127, ,11.1,K,59.5, ,43.0, ,50.7, ,98, ,71, ,87,K,46.9,K,4.1,K,51.2,K
195,Auburn,Sierra Foothill,Feb 2018,2.44,K,1.20, ,268, ,7.0,K,63.2,K,38.6,K,50.0,K,81, ,32, ,56,K,34.2,K,3.8,K,53.0, 
195,Auburn,Sierra Foothill,Mar 2018,2.29,K,8.45, ,240,L,9.0,K,61.0, ,42.3,K,51.0, ,87, ,48, ,69,L,40.2,L,3.6, ,53.2, 
195,Auburn,Sierra Foothill,Apr 2018,4.48,K,3.78, ,446, ,10.3,K,70.0,K,48.5, ,58.9, ,83, ,39, ,59,L,44.2,L,3.5, ,61.1, 
195,Auburn,Sierra Foothill,May 2018,6.32,K,0.63, ,585, ,11.8, ,78.5, ,52.8, ,64.9, ,84, ,35, ,57, ,48.8, ,3.2, ,68.1, 
195,Auburn,Sierra Foothill,Jun 2018,7.97, ,0.00, ,670, ,11.3, ,90.0, ,58.2, ,74.1, ,67, ,20, ,40, ,47.5, ,3.3, ,73.4, 
195,Auburn,Sierra Foothill,Jul 2018,8.19,K,0.00, ,615,L,13.4, ,97.7, ,68.2, ,82.2, ,58, ,20, ,36, ,52.0, ,3.1, ,77.4, 
195,Auburn,Sierra Foothill,Aug 2018,7.24,K,0.00, ,563, ,11.5, ,92.6, ,62.3, ,76.7, ,60, ,21, ,38, ,47.9, ,2.8,K,76.5, 
195,Auburn,Sierra Foothill,Sep 2018,5.94, ,0.00, ,482, ,9.2, ,88.3, ,59.7, ,73.0, ,51, ,20, ,34, ,42.0, ,3.3, ,72.7, 
195,Auburn,Sierra Foothill,Oct 2018,4.06,K,0.87,K,343, ,9.1,K,78.5, ,53.0, ,64.4, ,65, ,26, ,44,K,40.4,K,3.2, ,67.7, 
195,Auburn,Sierra Foothill,Nov 2018,2.04,K,5.35, ,189,K,7.8,K,66.7, ,46.4,K,55.4,K,68,K,39,K,53,K,35.9,K,3.2, ,60.0, 
195,Auburn,Sierra Foothill,Dec 2018,0.35,K,3.08,K,39,K,8.7,K,56.9, ,40.1, ,47.5,K,92,K,58,K,77, ,40.3, ,3.0,K,52.2,K
195,Auburn,Sierra Foothill,Jan 2019,0.24,K,7.98, ,16,K,9.5, ,59.3, ,42.6, ,49.7, ,91, ,57, ,76, ,42.4, ,3.2, ,50.5, 
195,Auburn,Sierra Foothill,Feb 2019,0.31,K,11.56, ,33,L,7.9, ,52.9,K,38.2,K,44.7,K,92, ,58, ,77,K,37.5,K,3.5, ,49.4, 
195,Auburn,Sierra Foothill,Mar 2019,2.33,K,4.12, ,266,L,9.2, ,61.5, ,44.2, ,52.3, ,87, ,51, ,70, ,41.9, ,3.4,K,53.5, 
195,Auburn,Sierra Foothill,Apr 2019,4.86, ,1.23, ,512,K,11.7,K,71.9, ,50.5,K,60.9, ,86, ,46, ,64,K,48.3,K,3.4,K,62.0, 
195,Auburn,Sierra Foothill,May 2019,5.62, ,4.57,K,577,K,11.8, ,73.2,K,50.4, ,61.0, ,87, ,45, ,65, ,48.7, ,3.2, ,68.0, 
195,Auburn,Sierra Foothill,Jun 2019,8.08, ,0.26,K,726,K,14.0,K,88.7, ,61.2,K,74.8,K,72, ,28, ,47,K,53.0,K,3.4, ,78.0,K
195,Auburn,Sierra Foothill,Jul 2019,8.51, ,0.00, ,716,K,13.9, ,93.7, ,64.8, ,78.5, ,66, ,24, ,42, ,53.2, ,3.2, ,81.7,K
195,Auburn,Sierra Foothill,Aug 2019,7.91, ,0.00, ,655,K,13.9, ,93.8,K,65.4, ,78.9, ,63, ,25, ,42, ,53.3, ,3.4, ,81.7,K
195,Auburn,Sierra Foothill,Sep 2019,5.51, ,1.35, ,508,K,11.9, ,84.6, ,59.4, ,71.0, ,69, ,29, ,48, ,48.8, ,3.5, ,76.4,K
195,Auburn,Sierra Foothill,Oct 2019,4.41, ,0.01, ,406,K,7.0,K,76.8, ,50.7, ,62.3, ,56, ,20, ,37,K,34.4,K,3.7, ,69.8,K
195,Auburn,Sierra Foothill,Nov 2019,2.32, ,0.82, ,242,K,7.7, ,67.9, ,47.3, ,55.9, ,71, ,35, ,52, ,37.4, ,3.3,K,63.7,K
195,Auburn,Sierra Foothill,Dec 2019,0.86, ,6.54,K,129,K,9.7,K,56.6, ,42.5, ,48.7, ,94,K,61,K,81,K,43.1,K,2.8, ,52.9, 
195,Auburn,Sierra Foothill,Jan 2020,1.16, ,2.93, ,164, ,9.4,K,56.5, ,41.4, ,48.0, ,95, ,63, ,82,K,42.8,K,2.8, ,50.2, 
195,Auburn,Sierra Foothill,Feb 2020,3.06, ,0.01, ,363,K,7.0,K,65.9, ,41.4,K,52.7,K,76, ,32, ,51,K,34.6,K,3.5,K,52.9, 
195,Auburn,Sierra Foothill,Mar 2020,2.99, ,4.11, ,344,K,8.9,K,61.8,K,42.9, ,51.6,K,88, ,50, ,70,K,41.2,K,3.3, ,56.5, 
195,Auburn,Sierra Foothill,Apr 2020,4.98, ,3.71,K,521,K,10.7, ,71.0, ,48.5, ,59.4, ,85, ,42, ,63, ,45.7, ,3.2, ,62.4,K
195,Auburn,Sierra Foothill,May 2020,6.45,K,1.50,K,591,K,11.6,K,79.9, ,54.8,K,67.0,K,77,K,32,K,53,K,48.1,K,3.2,K,72.0,K
195,Auburn,Sierra Foothill,Jun 2020,7.93, ,0.24,K,698,K,12.7,K,87.9, ,60.2, ,73.7, ,67, ,26, ,44,K,50.3,K,3.5, ,73.7, 
195,Auburn,Sierra Foothill,Jul 2020,8.79, ,0.02,K,712,K,12.5, ,94.4, ,64.9, ,79.2, ,60, ,21, ,37, ,50.2, ,3.3, ,79.4, 
195,Auburn,Sierra Foothill,Aug 2020,7.65,K,0.02, ,586,K,13.7,K,95.6,K,67.6,K,80.9,K,60, ,23, ,38,L,52.4,L,3.2, ,78.8, 
197,Palmdale,Los Angeles Basin,Jan 2015,2.03, ,0.69, ,254, ,6.4,K,61.9, ,29.2,K,43.9,K,88, ,36, ,62,L,31.2,L,4.3, ,46.5,K
197,Palmdale,Los Angeles Basin,Feb 2015,3.29, ,0.37, ,382, ,7.5,K,70.8,K,34.5,K,51.4,K,86, ,30, ,57,L,35.8,L,6.1, ,52.9,L
197,Palmdale,Los Angeles Basin,Mar 2015,5.44,K,0.40, ,483, ,6.8,K,74.6,K,36.4, ,55.2, ,80, ,23, ,47,K,34.4,K,6.3,K,54.3,K
197,Palmdale,Los Angeles Basin,Apr 2015,6.86, ,0.08, ,607, ,6.7, ,73.2, ,40.1, ,56.9, ,73, ,24, ,43, ,33.3, ,8.6, ,57.6, 
197,Palmdale,Los Angeles Basin,May 2015,7.69, ,0.03, ,649, ,9.2, ,73.5,K,47.1, ,60.7, ,76, ,37, ,53, ,42.0, ,9.4,K,62.0, 
197,Palmdale,Los Angeles Basin,Jun 2015,8.39,K,0.05, ,643, ,11.1,K,90.3, ,55.9,K,74.4, ,66, ,22, ,39,K,47.0,K,7.7, ,69.9,K
197,Palmdale,Los Angeles Basin,Jul 2015,8.31,K,0.87,K,625, ,13.8,K,88.4,K,60.2, ,73.9, ,75, ,30, ,49,K,52.4,K,7.9,K,71.9, 
197,Palmdale,Los Angeles Basin,Aug 2015,8.66,K,0.00, ,608, ,11.8, ,94.0, ,60.0, ,77.2, ,70, ,20, ,37, ,48.7, ,7.0,K,73.5, 
197,Palmdale,Los Angeles Basin,Sep 2015,6.35, ,0.31,K,511, ,13.0,K,90.0,K,55.9,K,72.2,K,80, ,26, ,48,K,51.2,K,6.6,K,71.9, 
197,Palmdale,Los Angeles Basin,Oct 2015,4.17,K,0.31, ,384, ,10.9,K,80.3, ,46.7,K,62.5,K,83, ,32, ,56,K,45.7,K,5.0, ,67.0, 
197,Palmdale,Los Angeles Basin,Nov 2015,2.92, ,0.25, ,316, ,4.9, ,63.1,K,28.3,K,44.9, ,79, ,24, ,48, ,26.1, ,6.2,K,53.2, 
197,Palmdale,Los Angeles Basin,Dec 2015,2.28, ,0.48, ,263, ,4.7,K,56.5,K,25.3,K,39.7,K,80, ,31, ,54,K,23.9,K,7.3,K,47.4, 
197,Palmdale,Los Angeles Basin,Jan 2016,2.06, ,1.25, ,247, ,6.5,K,58.1, ,29.8,K,43.2,K,87, ,41, ,67,L,32.3,L,6.4,K,46.5, 
197,Palmdale,Los Angeles Basin,Feb 2016,3.51, ,0.07, ,395, ,5.7, ,68.8,K,29.5, ,47.7,K,84, ,22, ,50,K,29.7,K,5.7,K,49.3,K
197,Palmdale,Los Angeles Basin,Mar 2016,5.18,K,0.73, ,466,K,7.3,K,69.2,K,37.4,K,53.9,K,82, ,31, ,52,K,36.1,K,8.0,K,52.9, 
197,Palmdale,Los Angeles Basin,Apr 2016,6.41, ,0.10, ,568, ,7.9,K,72.6, ,41.6, ,57.7, ,77, ,30, ,48,L,37.1,L,8.1, ,57.8,K
197,Palmdale,Los Angeles Basin,May 2016,7.95, ,0.00, ,670, ,9.7, ,78.2, ,47.9, ,63.2, ,78, ,29, ,50, ,43.6, ,8.7, ,61.8, 
197,Palmdale,Los Angeles Basin,Jun 2016,9.54, ,0.00, ,691, ,10.2, ,93.1,K,54.8,K,76.0,K,76, ,19, ,34,K,44.4,K,8.2, ,66.6, 
197,Palmdale,Los Angeles Basin,Jul 2016,10.50, ,0.00, ,687, ,10.1, ,94.7, ,55.9,K,78.9, ,70, ,17, ,30, ,44.0, ,8.6,K,68.2,K
197,Palmdale,Los Angeles Basin,Aug 2016,8.92,K,0.00, ,613,L,7.8,L,93.6,L,56.7,L,77.5,L,86,L,23,L,36,L,48.3,L,7.5, ,67.9,L
197,Palmdale,Los Angeles Basin,Sep 2016,6.62, ,0.00, ,530, ,9.9,K,87.4,K,49.4, ,69.5,K,85, ,20, ,41,K,43.7,K,6.7,K,61.4,K
197,Palmdale,Los Angeles Basin,Oct 2016,4.51,K,0.02,K,392,K,9.1,K,77.7,K,43.3,K,61.0,K,87,L,28,L,50,L,41.3,L,6.6,K,56.0,K
197,Palmdale,Los Angeles Basin,Nov 2016,2.98, ,0.17, ,318,K,6.0, ,69.9, ,32.6, ,50.2, ,82, ,24, ,48, ,30.6, ,5.7,K,53.7, 
197,Palmdale,Los Angeles Basin,Dec 2016,2.24,K,1.33,K,233, ,6.3,K,59.2,K,31.0,K,44.9,K,89, ,35, ,60,K,30.8,K,6.6,K,46.8, 
197,Palmdale,Los Angeles Basin,Jan 2017,1.81,K,1.84,K,240, ,7.1,K,55.3, ,33.3,K,43.6, ,92, ,51, ,72,K,35.0,K,5.8,K,46.3,K
197,Palmdale,Los Angeles Basin,Feb 2017,2.72,K,1.78, ,322, ,8.2,K,61.6, ,38.2,K,49.6,K,89, ,44, ,66,L,37.4,L,7.5,K,48.8, 
197,Palmdale,Los Angeles Basin,Mar 2017,5.04, ,0.02, ,487, ,7.5,K,71.8, ,35.1,K,53.3, ,87, ,29, ,52,L,36.0,L,6.5,K,51.3, 
197,Palmdale,Los Angeles Basin,Apr 2017,6.75,K,0.00, ,582,K,7.5,K,73.7, ,39.9, ,58.2, ,85, ,25, ,45,K,36.4,K,8.7,K,54.3, 
197,Palmdale,Los Angeles Basin,May 2017,8.26,K,0.00, ,676,K,8.8, ,81.7, ,45.6,K,64.9,K,81, ,24, ,43,K,40.8,K,8.4, ,61.1, 
197,Palmdale,Los Angeles Basin,Jun 2017,9.27,K,0.00, ,717, ,10.9,K,92.3,K,53.8,L,75.3,K,86, ,18, ,37,K,46.3,K,7.7, ,67.2,K
197,Palmdale,Los Angeles Basin,Jul 2017,9.77, ,0.00, ,653, ,12.5, ,97.8,K,60.3,L,81.2, ,83, ,19, ,35, ,50.3, ,7.7,K,71.3, 
197,Palmdale,Los Angeles Basin,Aug 2017,8.15, ,0.10,K,570, ,13.3,K,95.4,K,59.1,L,78.8,K,84, ,21, ,40,K,51.7,K,6.8, ,71.3, 
197,Palmdale,Los Angeles Basin,Sep 2017,6.16, ,0.22, ,520,K,12.1,K,85.8, ,50.3,K,68.7, ,87, ,26, ,48,L,47.4,L,6.4, ,68.0, 
197,Palmdale,Los Angeles Basin,Oct 2017,4.81, ,0.00, ,431, ,7.3,K,80.9, ,39.6,K,59.0, ,84, ,19, ,43,K,35.8,K,6.0,K,60.2, 
197,Palmdale,Los Angeles Basin,Nov 2017,3.08,K,0.00, ,298, ,7.1,K,72.5,K,37.3,K,54.1,K,79, ,26, ,49,K,34.5,K,5.6,K,57.1, 
197,Palmdale,Los Angeles Basin,Dec 2017,2.79,K,0.00, ,273,K,3.1, ,66.0,K,24.3, ,44.1,K,63, ,13, ,31,K,14.5,K,5.4, ,49.5, 
197,Palmdale,Los Angeles Basin,Jan 2018,2.50,K,0.50, ,272, ,6.3,K,65.3,K,32.6,K,47.6,K,83, ,28, ,55,K,31.6,K,5.2,K,49.6,K
197,Palmdale,Los Angeles Basin,Feb 2018,3.54,K,0.05, ,399, ,4.6,K,63.9, ,28.3,K,46.2,K,77, ,21, ,43,K,24.2,K,6.7,K,48.4, 
197,Palmdale,Los Angeles Basin,Mar 2018,4.20,K,1.80, ,440,K,7.6,K,64.6, ,36.7,K,51.0,K,85, ,35, ,55,L,33.7,L,5.9,K,51.1, 
197,Palmdale,Los Angeles Basin,Apr 2018,7.26, ,0.00, ,590, ,7.0,K,75.7, ,43.1,K,60.2, ,69, ,21, ,38,L,33.7,L,8.7,K,58.5, 
197,Palmdale,Los Angeles Basin,May 2018,8.07,K,0.00, ,667, ,9.9, ,78.8, ,49.4, ,63.6, ,80, ,29, ,50, ,44.1, ,9.2,K,63.7, 
197,Palmdale,Los Angeles Basin,Jun 2018,9.56, ,0.00, ,713, ,9.5, ,90.9,K,54.8, ,73.6,K,66, ,18, ,35,K,42.8,K,8.5, ,69.3, 
197,Palmdale,Los Angeles Basin,Jul 2018,9.70,K,0.00,K,652,K,13.4,K,98.5,K,66.7,K,82.7,K,61,K,21,K,36,L,52.0,L,7.6,K,75.1,K
197,Palmdale,Los Angeles Basin,Aug 2018,9.81, ,0.00, ,669,K,12.3,K,95.5,K,63.8,K,79.9,K,63, ,20, ,36,L,49.2,L,8.5,K,73.5,K
197,Palmdale,Los Angeles Basin,Sep 2018,7.37,K,0.00, ,588,K,10.9, ,93.6, ,53.0, ,74.2, ,71, ,18, ,38, ,46.0, ,6.3, ,68.8, 
197,Palmdale,Los Angeles Basin,Oct 2018,4.69,K,0.02,K,443,K,9.4,K,80.1,K,44.0, ,61.6,K,80, ,27, ,48,L,40.0,L,5.8, ,62.2, 
197,Palmdale,Los Angeles Basin,Nov 2018,3.33,K,0.00, ,328,K,5.7,K,71.3,K,33.2,K,51.9,K,73, ,23, ,42,K,28.0,K,5.4,K,52.6, 
197,Palmdale,Los Angeles Basin,Dec 2018,1.94,K,1.37, ,254, ,6.3, ,58.1,K,29.8, ,43.4, ,89, ,40, ,65, ,31.9, ,4.8, ,48.6, 
197,Palmdale,Los Angeles Basin,Jan 2019,1.96,K,1.07,K,263,K,7.2,K,60.2,K,31.7,K,44.9,K,90, ,44, ,67,L,33.9,L,4.4, ,47.1,K
197,Palmdale,Los Angeles Basin,Feb 2019,2.21,K,2.06,K,343,K,6.9,K,54.8, ,32.1,K,42.8,K,90, ,49, ,72,K,34.1,K,5.0,K,46.1, 
197,Palmdale,Los Angeles Basin,Mar 2019,4.64,K,0.87,K,498,K,8.2,K,66.1,L,37.5,K,51.0, ,90, ,39, ,63,L,38.6,L,6.2,K,51.1, 
197,Palmdale,Los Angeles Basin,Apr 2019,7.13, ,0.00, ,622,K,9.4,K,76.3, ,45.7,K,61.4,K,80, ,30, ,51,K,42.4,K,9.2,K,58.7,K
197,Palmdale,Los Angeles Basin,May 2019,7.47, ,0.46,K,645,K,12.2,K,81.5,L,50.4,K,64.2, ,87, ,37, ,59,L,49.2,L,9.9,K,62.3,K
197,Palmdale,Los Angeles Basin,Jun 2019,9.47, ,0.00, ,751,K,12.2,K,90.7, ,57.0,K,74.2, ,73, ,23, ,43,K,49.5,K,8.7,K,71.8,K
197,Palmdale,Los Angeles Basin,Jul 2019,9.57, ,0.04, ,722,K,13.4, ,94.4, ,62.2, ,79.0,K,66, ,25, ,40,K,52.1,K,7.4, ,72.1, 
197,Palmdale,Los Angeles Basin,Aug 2019,9.28,K,0.02, ,673,K,12.4,K,96.8,L,61.5,K,79.3,K,62, ,20, ,36,K,49.6,K,7.0, ,73.4,K
197,Palmdale,Los Angeles Basin,Sep 2019,6.77,K,0.00, ,547,K,13.0,K,96.0,L,55.3, ,73.0, ,76, ,25, ,47,K,50.8,K,7.1,K,69.1,K
197,Palmdale,Los Angeles Basin,Oct 2019,5.23,K,0.00, ,461,K,7.0,K,89.5,L,37.8,K,60.8,K,65,K,18,K,37,L,34.4,L,6.0,K,57.6, 
197,Palmdale,Los Angeles Basin,Nov 2019,2.94,K,1.28,K,317,K,5.3,K,70.8,K,32.8,K,50.2,K,72, ,24, ,46,K,27.5,K,5.2,K,51.0,K
197,Palmdale,Los Angeles Basin,Dec 2019,1.58, ,1.20,K,222,K,7.4,K,54.7,K,31.9, ,42.6, ,94, ,55, ,77,K,35.5,K,5.1,K,45.8, 
197,Palmdale,Los Angeles Basin,Jan 2020,2.73, ,0.05, ,307, ,6.8, ,65.1,K,31.3,K,46.8, ,89, ,33, ,62, ,34.3, ,6.2, ,44.4, 
197,Palmdale,Los Angeles Basin,Feb 2020,3.86,K,0.04, ,404,K,6.6,K,74.1,L,32.1,K,51.3,K,79, ,25, ,49,K,32.5,K,6.4,K,49.2, 
197,Palmdale,Los Angeles Basin,Mar 2020,4.11,K,2.42,K,443,K,8.9,K,63.9,L,37.3, ,51.0,K,92,K,48,K,69,K,41.0,K,7.1, ,50.2, 
197,Palmdale,Los Angeles Basin,Apr 2020,6.06,K,0.07,K,569,K,12.3,K,82.4,L,47.0,K,62.1,K,90,K,43,K,63,L,46.9,L,7.0, ,54.2,K
197,Palmdale,Los Angeles Basin,May 2020,9.16,K,0.00, ,699,K,10.0,K,89.2,L,51.4,K,70.3,K,71, ,21, ,40,K,44.1,K,8.7,K,66.4,K
197,Palmdale,Los Angeles Basin,Jun 2020,9.26,K,0.00, ,693, ,12.2,K,98.3,L,59.3,K,76.6,K,69, ,21, ,40,K,49.3,K,8.7,K,70.6, 
197,Palmdale,Los Angeles Basin,Jul 2020,11.13,K,0.00, ,720,K,11.8, ,107.2,L,65.1,K,84.7,K,53,K,15,K,29, ,48.4, ,8.4,K,72.7, 
197,Palmdale,Los Angeles Basin,Aug 2020,9.91,K,0.00, ,623,K,14.9,K,108.8,L,67.0,K,87.0,K,60,K,17,K,33,L,52.7,L,8.1, ,74.8,K
198,Santa Paula,Central Coast Valleys,Jan 2015,2.09, ,1.74, ,261, ,9.6, ,74.5, ,45.4,K,58.3,K,87, ,35, ,60,K,42.5,K,1.0,K,54.9, 
198,Santa Paula,Central Coast Valleys,Feb 2015,2.48,K,0.53, ,346, ,11.2,K,73.7,K,44.7, ,58.2,K,94,K,45,K,70,K,47.0,K,1.0,K,59.2,K
198,Santa Paula,Central Coast Valleys,Mar 2015,4.08,K,0.61, ,453, ,11.7,K,78.9,K,47.2,K,62.2,K,91, ,38, ,64,L,48.1,L,1.0,K,62.3, 
198,Santa Paula,Central Coast Valleys,Apr 2015,4.92,K,0.28, ,556,K,10.5,K,75.1, ,45.8, ,60.3,K,90,K,37,K,61,K,45.1,K,1.8,K,64.3, 
198,Santa Paula,Central Coast Valleys,May 2015,5.08,K,0.53,K,572,K,12.7, ,69.2, ,46.5, ,58.1,K,97,K,56,K,77, ,50.9, ,2.7,K,67.7, 
198,Santa Paula,Central Coast Valleys,Jun 2015,5.29,K,0.04,K,607, ,15.9,K,75.4, ,51.9, ,63.7, ,97, ,60, ,79,K,56.9,K,1.0,K,73.3, 
198,Santa Paula,Central Coast Valleys,Jul 2015,5.90,K,0.04, ,598, ,18.3,K,79.0, ,56.0,K,67.5,K,97,K,59,K,79,L,60.6,L,2.9,K,76.6, 
198,Santa Paula,Central Coast Valleys,Aug 2015,6.38,K,0.00, ,599,K,18.8,K,83.6,K,56.2,K,69.9,K,96,K,53,K,75,K,61.6,K,3.5,K,77.5, 
198,Santa Paula,Central Coast Valleys,Sep 2015,5.35,K,0.04, ,509,K,19.0,K,86.9,K,59.5,L,72.4,K,94,K,46,K,71,L,61.8,L,3.4, ,77.2,K
198,Santa Paula,Central Coast Valleys,Oct 2015,4.11,K,0.03, ,375, ,16.4,K,86.5,K,55.3,K,70.2,K,89,K,39,K,65,K,57.2,K,3.5, ,72.2,K
198,Santa Paula,Central Coast Valleys,Nov 2015,3.47,K,0.03, ,338,K,7.7, ,76.4, ,42.3,L,59.1,K,78,K,25,K,47,K,36.9,K,4.5,K,59.8, 
198,Santa Paula,Central Coast Valleys,Dec 2015,2.71, ,0.31, ,265,K,7.6,K,70.2,K,39.0, ,53.4, ,84, ,29, ,55,K,36.1,K,4.3,K,53.8, 
198,Santa Paula,Central Coast Valleys,Jan 2016,2.16, ,5.18, ,232,K,10.3,K,67.1, ,43.2, ,54.4, ,91,K,48,K,72,K,44.2,K,3.9, ,53.0, 
198,Santa Paula,Central Coast Valleys,Feb 2016,4.19,K,0.25,K,404,K,9.1, ,80.0,K,47.0,K,62.3,L,82,K,27,K,53,L,41.9,L,5.0,K,56.8, 
198,Santa Paula,Central Coast Valleys,Mar 2016,4.19, ,0.42,K,470,K,12.4,K,72.0, ,45.2, ,58.0, ,97, ,51, ,76,K,49.8,K,3.4, ,61.9, 
198,Santa Paula,Central Coast Valleys,Apr 2016,5.59,K,0.00, ,578,K,12.1,K,76.9,K,46.9,K,61.3,K,94, ,41, ,67,K,49.2,K,3.7,K,65.0, 
198,Santa Paula,Central Coast Valleys,May 2016,5.29,K,0.00, ,571, ,14.5, ,71.7, ,50.3, ,60.7, ,97, ,60, ,80, ,54.4, ,3.7, ,68.2, 
198,Santa Paula,Central Coast Valleys,Jun 2016,6.00,K,0.01, ,630, ,16.2,K,77.9,K,52.3,L,64.3,K,97,K,58,K,80,L,57.3,L,3.5, ,72.7, 
198,Santa Paula,Central Coast Valleys,Jul 2016,6.90,K,0.00, ,660, ,17.9,K,81.2,K,56.3,L,68.2,L,97,K,54,K,76,L,60.6,L,3.7, ,75.3, 
198,Santa Paula,Central Coast Valleys,Aug 2016,6.08,K,0.02, ,598,K,16.9,K,78.5, ,53.6,L,64.8,L,99,K,58,K,82,L,59.1,L,3.6, ,74.4, 
198,Santa Paula,Central Coast Valleys,Sep 2016,5.11,K,0.01, ,493, ,15.1,K,82.1,K,53.9,L,65.9,K,91,K,47,K,70,L,55.1,L,3.6,K,72.9, 
198,Santa Paula,Central Coast Valleys,Oct 2016,3.57,K,0.48,K,319,K,13.7,K,80.2,K,49.3,L,63.9,K,92,L,45,L,70,L,52.0,L,3.6,K,69.3,K
198,Santa Paula,Central Coast Valleys,Nov 2016,2.72,K,0.58, ,220, ,10.0, ,79.5,K,45.1,K,60.8,K,88, ,30, ,57,K,43.8,K,4.1,K,63.8,K
198,Santa Paula,Central Coast Valleys,Dec 2016,2.40,K,3.04, ,171, ,9.2,K,68.5, ,44.1,L,55.2,K,84,K,42,K,63,L,40.2,L,5.5,K,57.1,K
198,Santa Paula,Central Coast Valleys,Jan 2017,1.88,K,7.33, ,211, ,10.1,K,65.3,K,40.6,L,52.1,K,95,K,55,K,77,K,44.1,K,3.8, ,56.0,K
198,Santa Paula,Central Coast Valleys,Feb 2017,1.69,K,7.45,K,252, ,10.9, ,64.3, ,39.1,L,49.7,K,99,K,66,K,88,K,46.2,K,3.2, ,59.1,K
198,Santa Paula,Central Coast Valleys,Mar 2017,4.71,K,0.15, ,478, ,11.4, ,75.3,K,44.8,L,59.2,K,94,K,40,K,67,K,47.2,K,3.9,K,61.5, 
198,Santa Paula,Central Coast Valleys,Apr 2017,5.80,K,0.06,K,580,K,12.1,K,78.1,K,48.3,L,62.2,K,93,K,39,K,65,K,49.2,K,4.0,K,65.9, 
198,Santa Paula,Central Coast Valleys,May 2017,5.87,K,0.11, ,594, ,13.8, ,75.1,K,50.2,L,60.6,K,97,K,53,K,77,K,52.9,K,3.8, ,70.9, 
