Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc,Avg Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Avg Max Air Temp (F),qc,Avg Min Air Temp (F),qc,Avg Air Temp (F),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (F),qc,Avg Wind Speed (mph),qc,Avg Soil Temp (F),qc
6,Davis,Sacramento Valley,Nov 2015,2.23, ,1.48, ,243,K,8.4,K,61.8, ,39.5,K,50.1, ,85, ,45, ,66,K,38.4,K,5.2, ,52.6,L
6,Davis,Sacramento Valley,Dec 2015,1.28, ,1.45, ,161, ,8.7,K,55.5, ,37.9, ,46.7,K,92, ,59, ,78,K,39.8,K,5.7, ,49.7, 
6,Davis,Sacramento Valley,Jan 2016,1.15, ,5.12,K,147, ,10.5,K,56.5, ,43.4,K,49.5,K,95, ,70, ,85,K,44.9,K,5.8,K,50.4,L
6,Davis,Sacramento Valley,Feb 2016,2.61, ,0.72, ,312, ,10.3, ,66.7,K,41.7, ,53.7,K,94, ,50, ,73,K,44.8,K,4.7, ,52.2, 
6,Davis,Sacramento Valley,Mar 2016,3.36, ,4.78, ,366, ,11.4,K,67.1, ,46.5,K,56.4, ,94, ,52, ,73,K,47.5,K,6.0,K,56.0, 
6,Davis,Sacramento Valley,Apr 2016,5.56,K,0.28,K,546,K,10.5,K,75.7, ,48.7,K,62.0,K,84, ,35, ,56,K,45.2,K,4.9,K,60.9, 
6,Davis,Sacramento Valley,May 2016,7.04, ,0.87,K,601, ,12.1, ,81.1, ,53.8,K,67.0, ,83, ,34, ,55, ,49.4, ,5.6, ,66.5, 
6,Davis,Sacramento Valley,Jun 2016,8.32, ,0.01, ,701,K,12.9, ,89.9, ,56.1,K,72.8, ,77, ,26, ,47, ,51.0, ,5.6, ,71.6, 
6,Davis,Sacramento Valley,Jul 2016,8.65, ,0.01,K,715,K,13.6, ,91.9, ,57.1,K,73.7,K,79, ,27, ,48,K,52.7,K,5.5,K,74.4, 
6,Davis,Sacramento Valley,Aug 2016,7.27, ,0.48, ,610, ,13.8, ,90.8, ,54.6, ,71.0, ,83, ,27, ,53, ,53.1, ,4.8, ,72.9, 
6,Davis,Sacramento Valley,Sep 2016,5.80, ,0.03, ,492, ,11.5, ,87.9, ,53.6, ,69.5, ,74, ,25, ,47, ,48.0, ,4.7, ,69.1, 
6,Davis,Sacramento Valley,Oct 2016,3.14,K,1.94,K,291,K,11.9,K,74.3,K,50.4,K,61.8,K,85,L,43,L,64,L,48.6,L,5.1,K,63.1,K
6,Davis,Sacramento Valley,Nov 2016,1.73, ,1.54, ,223, ,11.7, ,65.2, ,45.1,K,54.6,K,96, ,58, ,79,K,48.1,K,3.8, ,58.4, 
6,Davis,Sacramento Valley,Dec 2016,1.37, ,2.60,K,175, ,8.2,K,54.9, ,36.1, ,45.0,K,95, ,58, ,79,K,38.4,K,5.2,K,49.6, 
6,Davis,Sacramento Valley,Jan 2017,1.26, ,10.95, ,168, ,9.2,K,54.1, ,39.7,K,46.3,K,98, ,66, ,85,K,41.9,K,6.8,K,48.0, 
6,Davis,Sacramento Valley,Feb 2017,1.57, ,7.65, ,233,K,11.3,K,59.8, ,44.8,K,52.1,K,97, ,66, ,83,K,46.8,K,6.7,K,52.2, 
6,Davis,Sacramento Valley,Mar 2017,3.88,K,2.76,K,406,K,11.4, ,68.0, ,46.4, ,56.7, ,94, ,50, ,73, ,47.6, ,5.9,K,54.8, 
6,Davis,Sacramento Valley,Apr 2017,4.92, ,2.55, ,483,K,10.6, ,70.2, ,48.8, ,59.3, ,88, ,41, ,63, ,45.6, ,6.2, ,57.7, 
6,Davis,Sacramento Valley,May 2017,7.76,K,0.00, ,661,K,11.7, ,82.1, ,52.4,K,67.0,K,80,K,32,K,52,K,48.2,K,6.5,K,64.6, 
6,Davis,Sacramento Valley,Jun 2017,8.03,K,0.75, ,698,K,12.9,K,89.5,K,57.2,L,73.5,K,81,K,25,K,54,L,52.1,L,5.6, ,71.1, 
6,Davis,Sacramento Valley,Jul 2017,8.68, ,0.01, ,706,K,15.1, ,94.7, ,57.9,K,75.6,K,81, ,26, ,50,K,55.6,K,4.9, ,75.5, 
6,Davis,Sacramento Valley,Aug 2017,7.30, ,0.01,K,590, ,16.3,K,92.9,K,59.8,K,74.7,K,84, ,33, ,56,K,57.6,K,4.9, ,75.0, 
6,Davis,Sacramento Valley,Sep 2017,5.60,K,0.00, ,463, ,13.8,K,87.6,K,58.6,K,72.5,K,73, ,31, ,50,L,51.7,L,4.9,K,72.4, 
6,Davis,Sacramento Valley,Oct 2017,3.97,K,0.15, ,367, ,8.8, ,79.6, ,47.8, ,63.0, ,71, ,26, ,45, ,40.3, ,3.0, ,62.3, 
6,Davis,Sacramento Valley,Nov 2017,1.35,K,1.22, ,198, ,11.6,K,63.8, ,45.7,K,54.3,K,94, ,60, ,80,K,48.0,K,2.4, ,58.0, 
6,Davis,Sacramento Valley,Dec 2017,1.68,K,0.03, ,209,K,6.8, ,60.7, ,34.1, ,46.5, ,87, ,41, ,64, ,34.3, ,2.5, ,49.3, 
6,Davis,Sacramento Valley,Jan 2018,0.91,K,3.83, ,150, ,10.8,K,57.5, ,42.4, ,49.6,K,98, ,73, ,89,K,46.3,K,2.2,K,50.7, 
6,Davis,Sacramento Valley,Feb 2018,2.93,K,0.17,K,345,K,7.4,K,64.9,K,38.0,K,50.9,K,85, ,35, ,57,K,35.5,K,5.3,K,50.3, 
6,Davis,Sacramento Valley,Mar 2018,3.25, ,4.07, ,364,K,10.1,K,64.5, ,42.1, ,53.1,K,94, ,50, ,73,K,44.4,K,5.6,K,52.4, 
6,Davis,Sacramento Valley,Apr 2018,5.00, ,0.52, ,519, ,10.9,K,72.1, ,46.3, ,58.9, ,91, ,40, ,64,K,46.5,K,5.3, ,58.9, 
6,Davis,Sacramento Valley,May 2018,7.30, ,0.23,K,648, ,12.5, ,80.2, ,52.1, ,65.1, ,86, ,38, ,59, ,50.2, ,6.4,K,65.2, 
6,Davis,Sacramento Valley,Jun 2018,7.97,K,0.01,K,650,K,13.2, ,89.1, ,55.7,K,71.8,K,80,K,28,K,50,K,51.8,K,5.9,K,70.2, 
6,Davis,Sacramento Valley,Jul 2018,7.96, ,0.03, ,626, ,15.5, ,94.4, ,59.5,K,75.3, ,79, ,29, ,52, ,56.3, ,4.8, ,74.3, 
6,Davis,Sacramento Valley,Aug 2018,6.86, ,0.04, ,577, ,14.6, ,89.0,K,55.8, ,71.0, ,86, ,32, ,57, ,54.7, ,4.6, ,73.3, 
6,Davis,Sacramento Valley,Sep 2018,5.63, ,0.02, ,496, ,12.1, ,87.7, ,52.3, ,68.9, ,81, ,25, ,50, ,49.2, ,4.4, ,70.0, 
6,Davis,Sacramento Valley,Oct 2018,4.76, ,0.03, ,357, ,10.0,K,80.7, ,50.8,K,65.0, ,72, ,27, ,48,K,43.1,K,5.8,K,64.8, 
6,Davis,Sacramento Valley,Nov 2018,2.63,K,2.92, ,208, ,8.0,K,67.7,K,42.3,K,54.1,K,75, ,37, ,57,L,36.1,L,5.3,K,55.6, 
6,Davis,Sacramento Valley,Dec 2018,1.50, ,1.98, ,175, ,9.5, ,57.1, ,40.7, ,48.7, ,95, ,62, ,80, ,42.6, ,5.3,K,51.8, 
6,Davis,Sacramento Valley,Jan 2019,1.39, ,6.98, ,183, ,10.6, ,58.8, ,42.2,K,49.7,K,98, ,65, ,86,K,45.3,K,5.0,K,50.0, 
6,Davis,Sacramento Valley,Feb 2019,1.63,K,8.63,K,241,K,8.8,K,55.1,K,40.4, ,47.2,K,95,K,58,K,78,K,40.4,K,6.9,K,48.8,K
6,Davis,Sacramento Valley,Mar 2019,3.20,K,5.07, ,358,K,9.2,K,63.8, ,43.9, ,53.4, ,90,K,43,K,71,L,42.9,L,5.6, ,51.8, 
6,Davis,Sacramento Valley,Apr 2019,5.93,K,0.19,K,513,K,8.2,K,75.1, ,50.5,K,62.3,K,64,K,24,K,55,L,46.4,L,6.2, ,58.0, 
6,Davis,Sacramento Valley,May 2019,6.25, ,2.89,K,598,K,12.2, ,75.1,K,50.2, ,62.0, ,92, ,43, ,65, ,49.5, ,6.3, ,64.0,L
6,Davis,Sacramento Valley,Jun 2019,8.86, ,0.02,K,724,K,13.7,K,89.5, ,57.9,K,73.5,K,82, ,28, ,49,K,52.3,K,6.3,K,74.6,L
6,Davis,Sacramento Valley,Jul 2019,8.25, ,0.01,K,702, ,15.5, ,90.4, ,56.4, ,73.1, ,92, ,31, ,56, ,56.2, ,5.1, ,75.7, 
6,Davis,Sacramento Valley,Aug 2019,7.52, ,0.01,K,631, ,15.9,K,92.4, ,57.8,K,74.7,K,92, ,30, ,55,K,57.0,K,4.7, ,72.9, 
6,Davis,Sacramento Valley,Sep 2019,5.85, ,1.17, ,484, ,13.0, ,85.8, ,55.1,K,70.3,K,85,K,29,K,52,K,51.3,K,5.7,K,69.5, 
6,Davis,Sacramento Valley,Oct 2019,5.39,K,0.01, ,383,K,7.0,K,78.3, ,46.4, ,62.1,K,66, ,19, ,37,K,33.8,K,6.7,K,59.8, 
6,Davis,Sacramento Valley,Nov 2019,2.51, ,0.81, ,255, ,8.1, ,69.3, ,39.5,K,53.3, ,85, ,36, ,59, ,38.5, ,4.2,K,53.6, 
6,Davis,Sacramento Valley,Dec 2019,0.98, ,5.78, ,140, ,10.6,K,56.2, ,43.3,K,49.2, ,98, ,73, ,88,K,45.5,K,5.0,K,50.9, 
6,Davis,Sacramento Valley,Jan 2020,1.32, ,1.17, ,189, ,10.0, ,56.6, ,40.5, ,48.0,K,99, ,68, ,87,K,44.2,K,4.4, ,49.0, 
6,Davis,Sacramento Valley,Feb 2020,3.65,K,0.02, ,344, ,7.5,K,66.9,K,41.0, ,53.6,K,81, ,34, ,55,K,36.5,K,6.4,K,50.5, 
6,Davis,Sacramento Valley,Mar 2020,3.65, ,1.09, ,373, ,9.0, ,64.2,K,42.7, ,53.1,K,90, ,45, ,67,K,41.6,K,5.9,K,53.1, 
6,Davis,Sacramento Valley,Apr 2020,5.38, ,1.19,K,519, ,10.8, ,73.9, ,48.6,K,60.7, ,87, ,39, ,60, ,45.8, ,5.5, ,58.4, 
6,Davis,Sacramento Valley,May 2020,7.37, ,0.30,K,609, ,11.6, ,82.0, ,53.8,K,67.5,K,82, ,30, ,52,K,47.9,K,6.3, ,65.0, 
6,Davis,Sacramento Valley,Jun 2020,8.49, ,0.08, ,700,K,13.0,K,88.6, ,58.2, ,72.7, ,75, ,27, ,47,K,50.9,K,6.3,K,70.2, 
6,Davis,Sacramento Valley,Jul 2020,8.40, ,0.00, ,692, ,14.3, ,92.1, ,56.6, ,72.8, ,82, ,28, ,52, ,54.0, ,5.0, ,72.1, 
6,Davis,Sacramento Valley,Aug 2020,6.97,K,0.00, ,541, ,15.4,K,93.9,K,60.5,L,76.1,K,77,K,27,K,52,L,55.6,L,4.7,K,73.2, 
7,Firebaugh/Telles,San Joaquin Valley,Jan 2015,0.79, ,0.06, ,125, ,9.6, ,56.6, ,37.8, ,46.7, ,99, ,70, ,87, ,43.0, ,2.6, ,48.9, 
7,Firebaugh/Telles,San Joaquin Valley,Feb 2015,2.26,K,0.10, ,280, ,10.9,K,68.7,K,42.1,K,54.8,K,94,K,48,K,73,K,46.0,K,3.4,K,55.7, 
7,Firebaugh/Telles,San Joaquin Valley,Mar 2015,4.42,K,0.31, ,428,K,10.1, ,77.1,K,46.9,K,61.9,K,80, ,33, ,55,L,44.6,L,3.4, ,61.6,K
7,Firebaugh/Telles,San Joaquin Valley,Apr 2015,5.84, ,0.48, ,552,K,8.5, ,77.7, ,47.2,K,62.9,K,71, ,26, ,44,K,39.6,K,3.8, ,65.2,K
7,Firebaugh/Telles,San Joaquin Valley,May 2015,6.72, ,0.24, ,604, ,10.6, ,80.8, ,50.9, ,65.8, ,80, ,28, ,49, ,45.7, ,3.8, ,68.9,K
7,Firebaugh/Telles,San Joaquin Valley,Jun 2015,8.13, ,0.00, ,666, ,12.4,K,94.9,K,60.7,K,78.5,K,65, ,21, ,38,K,49.8,K,3.6, ,75.2,K
7,Firebaugh/Telles,San Joaquin Valley,Jul 2015,7.99, ,0.00, ,631,K,14.2, ,94.6, ,64.1,K,79.1, ,68, ,24, ,42, ,53.7, ,3.9, ,78.0, 
7,Firebaugh/Telles,San Joaquin Valley,Aug 2015,7.23, ,0.01, ,586, ,14.2, ,93.7,K,61.5, ,77.1,K,73, ,26, ,45,K,53.7,K,3.5,K,76.5, 
7,Firebaugh/Telles,San Joaquin Valley,Sep 2015,5.31,K,0.00,K,451,K,10.9,K,90.3,K,59.8,K,74.9,K,59,K,22,K,38,K,46.6,K,2.9,K,72.7,K
7,Firebaugh/Telles,San Joaquin Valley,Oct 2015,4.00, ,0.25, ,359,K,12.4,K,83.7, ,56.5,K,69.2,K,75, ,31, ,52,L,49.8,L,2.8, ,68.9,K
7,Firebaugh/Telles,San Joaquin Valley,Nov 2015,1.60, ,1.69,K,206,K,9.0, ,62.3, ,39.1, ,49.8, ,94, ,50, ,73, ,41.3, ,2.7,K,52.6,K
7,Firebaugh/Telles,San Joaquin Valley,Dec 2015,0.72, ,0.85, ,105, ,8.3,K,55.5,K,35.9, ,45.0,K,96, ,60, ,80,K,39.1,K,2.9,K,45.8,K
7,Firebaugh/Telles,San Joaquin Valley,Jan 2016,0.77, ,2.99, ,123, ,10.8, ,57.3, ,42.7, ,49.4, ,99, ,72, ,89, ,46.3, ,3.2,K,49.3, 
7,Firebaugh/Telles,San Joaquin Valley,Feb 2016,2.49, ,0.19, ,305, ,10.4, ,67.8,K,41.4, ,53.9,K,98, ,47, ,73,K,45.3,K,2.8, ,53.6, 
7,Firebaugh/Telles,San Joaquin Valley,Mar 2016,3.61, ,1.68, ,394, ,11.3,K,70.0,K,45.6,K,57.9, ,95, ,44, ,68,K,47.2,K,3.4,K,60.0,K
7,Firebaugh/Telles,San Joaquin Valley,Apr 2016,5.35, ,1.12,K,527, ,10.7,K,77.7, ,50.2,K,63.4, ,83, ,34, ,55,K,45.8,K,3.6, ,65.1, 
7,Firebaugh/Telles,San Joaquin Valley,May 2016,6.80, ,1.44, ,595, ,11.8, ,83.0, ,53.4,K,68.7, ,80, ,31, ,51, ,48.7, ,3.6, ,69.3, 
7,Firebaugh/Telles,San Joaquin Valley,Jun 2016,8.14,K,0.01, ,660, ,11.1, ,94.1, ,59.6,K,77.5,K,60, ,19, ,35,K,47.0,K,3.6, ,74.2, 
7,Firebaugh/Telles,San Joaquin Valley,Jul 2016,8.67, ,0.00, ,670,K,11.7,K,96.6,K,61.3,K,79.5,K,60, ,19, ,35,K,48.7,K,3.6, ,76.9, 
7,Firebaugh/Telles,San Joaquin Valley,Aug 2016,7.45, ,0.00, ,601,K,13.0,K,94.7, ,61.0,K,77.2,K,70, ,22, ,41,K,51.5,K,3.4, ,76.6, 
7,Firebaugh/Telles,San Joaquin Valley,Sep 2016,5.75, ,0.02, ,502, ,10.3,K,90.1,K,55.3,K,72.6, ,63, ,20, ,38,K,45.0,K,3.0, ,71.3, 
7,Firebaugh/Telles,San Joaquin Valley,Oct 2016,3.58,K,0.77,K,324,K,11.0,K,77.8,K,50.2,K,63.9,K,77,L,35,L,55,L,46.5,L,3.1,K,64.6,K
7,Firebaugh/Telles,San Joaquin Valley,Nov 2016,1.61, ,1.06, ,190, ,11.5,K,67.7,K,44.8,K,55.9,K,95, ,52, ,75,K,47.6,K,2.6, ,57.7, 
7,Firebaugh/Telles,San Joaquin Valley,Dec 2016,0.73, ,0.78, ,108, ,8.7,K,55.9, ,37.6,K,46.1,K,97, ,58, ,79,K,39.9,K,2.9,K,48.8, 
7,Firebaugh/Telles,San Joaquin Valley,Jan 2017,0.88,K,3.41,K,135, ,9.7,K,55.3, ,38.6,K,46.6,K,99, ,65, ,88,K,43.2,K,4.0,K,48.5, 
7,Firebaugh/Telles,San Joaquin Valley,Feb 2017,1.61,K,2.43,K,240, ,11.7,K,62.0, ,44.6,K,52.7,K,99, ,60, ,81,L,46.4,L,4.3,K,54.3, 
7,Firebaugh/Telles,San Joaquin Valley,Mar 2017,4.02,K,0.81, ,440,K,10.5, ,70.6,K,44.5, ,57.3, ,92, ,40, ,65, ,45.3, ,3.6, ,58.0, 
7,Firebaugh/Telles,San Joaquin Valley,Apr 2017,5.41,K,0.38, ,541,K,9.5,K,73.5, ,46.7,K,60.5, ,82, ,30, ,54,K,42.7,K,4.5, ,61.4, 
7,Firebaugh/Telles,San Joaquin Valley,May 2017,7.73, ,0.15,K,689,K,10.7, ,83.3, ,53.3,K,68.8,K,74, ,26, ,45,K,45.9,K,4.3, ,68.8, 
7,Firebaugh/Telles,San Joaquin Valley,Jun 2017,8.61,K,0.08,K,743,K,13.0, ,91.9,K,60.3,K,76.7,K,68, ,24, ,41,K,50.9,K,4.3, ,74.2, 
7,Firebaugh/Telles,San Joaquin Valley,Jul 2017,9.10, ,0.22, ,728,K,12.4,K,97.8, ,63.8, ,81.2, ,58, ,19, ,35,K,50.1,K,3.8, ,76.1, 
7,Firebaugh/Telles,San Joaquin Valley,Aug 2017,7.48,K,0.21, ,603,K,14.7, ,95.2,K,64.3,L,79.3,K,66,K,26,K,44,K,54.8,K,3.6, ,75.7, 
7,Firebaugh/Telles,San Joaquin Valley,Sep 2017,5.76,K,0.55, ,525,K,12.7,K,88.3,K,58.8,K,73.5,K,68,K,26,K,44,K,49.6,K,3.4, ,72.9,K
7,Firebaugh/Telles,San Joaquin Valley,Oct 2017,4.35, ,0.57, ,394,K,8.2,K,79.0, ,46.9,K,62.9,K,64, ,26, ,42,K,38.7,K,3.2, ,62.3,K
7,Firebaugh/Telles,San Joaquin Valley,Nov 2017,1.54, ,0.24, ,169, ,10.3, ,67.1, ,44.0,K,55.6,K,88, ,48, ,68,K,45.0,K,2.9, ,56.1, 
7,Firebaugh/Telles,San Joaquin Valley,Dec 2017,1.06,K,0.11, ,106, ,5.8, ,59.4, ,32.0, ,45.4, ,76, ,39, ,56, ,30.5, ,2.6,K,45.0, 
7,Firebaugh/Telles,San Joaquin Valley,Jan 2018,0.77,K,1.52, ,120, ,11.3,K,58.5,K,42.4,K,50.4,K,98, ,70, ,88,K,47.1,K,2.7, ,50.7, 
7,Firebaugh/Telles,San Joaquin Valley,Feb 2018,2.72,K,0.24,K,328, ,6.7,K,64.4,K,35.7,K,50.3,K,78, ,32, ,52,K,33.2,K,3.4, ,50.8,K
7,Firebaugh/Telles,San Joaquin Valley,Mar 2018,3.34,K,2.54, ,387,K,10.1,K,66.7, ,42.7,K,54.7, ,94, ,44, ,68,L,43.5,L,3.8,K,56.0,K
7,Firebaugh/Telles,San Joaquin Valley,Apr 2018,5.66,K,0.64, ,577,L,9.7,K,75.6, ,47.3,K,61.7, ,80, ,31, ,52,K,43.3,K,4.1, ,63.8, 
7,Firebaugh/Telles,San Joaquin Valley,May 2018,7.67,K,0.21,L,704,L,10.6,L,83.5,L,51.7,L,68.5,L,72,L,26,L,45,L,45.8,L,4.0,L,69.0,L
7,Firebaugh/Telles,San Joaquin Valley,Jun 2018,8.30, ,0.35, ,761,K,12.3, ,90.5, ,56.9, ,74.6, ,68, ,25, ,42, ,49.8, ,3.7, ,73.5, 
7,Firebaugh/Telles,San Joaquin Valley,Jul 2018,8.43, ,0.01, ,709,K,15.5, ,97.1, ,66.4,K,81.7,K,61, ,29, ,42,K,56.2,K,3.0,K,79.3,K
7,Firebaugh/Telles,San Joaquin Valley,Aug 2018,7.39,K,0.00,K,637,K,14.4,K,92.7, ,60.6, ,76.5,K,70,K,30,K,47, ,54.1, ,3.4,K,76.1,K
7,Firebaugh/Telles,San Joaquin Valley,Sep 2018,5.90, ,0.24,K,575,K,12.1, ,89.3, ,55.3, ,72.2, ,69, ,27, ,45, ,49.3, ,3.1, ,72.4, 
7,Firebaugh/Telles,San Joaquin Valley,Oct 2018,4.13,K,0.03, ,392,K,10.6,K,79.2, ,50.4, ,64.5, ,71, ,33, ,51,K,45.2,K,2.9, ,65.0, 
7,Firebaugh/Telles,San Joaquin Valley,Nov 2018,1.67,K,1.37, ,169, ,8.6,K,67.0, ,41.3,K,53.9, ,75, ,44, ,60,K,39.1,K,2.8, ,52.9,K
7,Firebaugh/Telles,San Joaquin Valley,Dec 2018,0.56,K,1.01,K,89, ,9.7, ,56.8, ,40.2, ,48.1, ,97, ,66, ,84, ,43.4, ,2.2, ,49.2, 
7,Firebaugh/Telles,San Joaquin Valley,Jan 2019,0.79,K,1.28,K,121,K,10.3,K,59.5, ,40.8,K,49.6,K,95,L,63,L,83,K,44.5,K,3.2,K,48.1,K
7,Firebaugh/Telles,San Joaquin Valley,Feb 2019,1.94,K,1.13, ,281,K,8.6,K,57.6,K,37.8,K,47.4,K,93, ,54, ,75,K,39.9,K,4.2,K,49.2,K
7,Firebaugh/Telles,San Joaquin Valley,Mar 2019,3.60, ,1.97,K,426,K,10.1, ,66.7, ,43.1, ,54.8, ,91, ,46, ,68, ,44.3, ,3.3,K,57.9, 
7,Firebaugh/Telles,San Joaquin Valley,Apr 2019,5.82, ,0.38,K,570,K,11.0,K,78.7,K,49.3, ,64.5,K,80, ,33, ,53,K,46.7,K,3.9, ,66.6,K
7,Firebaugh/Telles,San Joaquin Valley,May 2019,6.25,K,1.56, ,614,K,11.8, ,77.2,K,51.4, ,64.1,K,84, ,37, ,58,K,48.5,K,3.8, ,68.9, 
7,Firebaugh/Telles,San Joaquin Valley,Jun 2019,8.29, ,0.00, ,738,K,13.3,K,91.6, ,59.9,K,76.3,K,68, ,26, ,43,K,51.7,K,3.8, ,77.0,K
7,Firebaugh/Telles,San Joaquin Valley,Jul 2019,8.43, ,0.00, ,722,K,13.8, ,94.3, ,61.7, ,78.2, ,69, ,26, ,42, ,53.0, ,3.4, ,75.6, 
7,Firebaugh/Telles,San Joaquin Valley,Aug 2019,7.59, ,0.00, ,658,K,16.2,K,94.0, ,63.4,K,78.5, ,72, ,32, ,49,K,57.4,K,3.4, ,76.8, 
7,Firebaugh/Telles,San Joaquin Valley,Sep 2019,5.62, ,0.26, ,544,K,13.2, ,87.2, ,57.2, ,72.2, ,71, ,32, ,49, ,51.7, ,3.2, ,73.6, 
7,Firebaugh/Telles,San Joaquin Valley,Oct 2019,4.35, ,0.00, ,396,K,7.8,K,77.7, ,45.7,K,61.6, ,60, ,25, ,41,K,37.1,K,3.1, ,62.9,K
7,Firebaugh/Telles,San Joaquin Valley,Nov 2019,1.61, ,0.75, ,154, ,8.2,K,68.2,K,40.7,K,54.0,K,77, ,40, ,58,K,38.8,K,2.9,K,52.4,K
7,Firebaugh/Telles,San Joaquin Valley,Dec 2019,0.52, ,1.59,K,81, ,10.7,K,57.7, ,42.5,K,49.7,K,97, ,68, ,87,K,45.8,K,3.3, ,50.0, 
7,Firebaugh/Telles,San Joaquin Valley,Jan 2020,0.70, ,0.44, ,114, ,9.8, ,57.1, ,37.9, ,46.9, ,100, ,70, ,89, ,43.7, ,2.7, ,46.9, 
7,Firebaugh/Telles,San Joaquin Valley,Feb 2020,2.78, ,0.00, ,310, ,7.7,K,67.3,K,39.2, ,52.8,K,79, ,35, ,56,K,37.0,K,3.2,K,50.3,K
7,Firebaugh/Telles,San Joaquin Valley,Mar 2020,3.38,K,1.02, ,392,K,9.9,K,66.0,K,42.8,K,54.1,K,92, ,47, ,69,K,43.8,K,3.3,K,57.3, 
7,Firebaugh/Telles,San Joaquin Valley,Apr 2020,5.49, ,1.01, ,565,K,10.9, ,75.8, ,48.9, ,62.6, ,83, ,38, ,58, ,46.4, ,4.0, ,64.9,K
7,Firebaugh/Telles,San Joaquin Valley,May 2020,7.54, ,0.47, ,680,K,11.2, ,85.3,K,53.9,K,70.2,K,74, ,26, ,45,K,47.1,K,3.9, ,71.6,K
7,Firebaugh/Telles,San Joaquin Valley,Jun 2020,8.20, ,0.37, ,741,K,12.7, ,91.3,K,58.9,K,75.8,K,66, ,25, ,42,K,50.3,K,3.8, ,77.2,K
7,Firebaugh/Telles,San Joaquin Valley,Jul 2020,8.39,K,0.19,L,742,L,13.7,L,94.7,L,60.4,L,77.8,L,69,L,27,L,43,L,52.7,L,3.6,L,79.4,L
7,Firebaugh/Telles,San Joaquin Valley,Aug 2020,6.81,K,0.26,L,559,L,16.6,L,94.8,L,66.0,L,80.2,L,68,L,31,L,48,L,57.7,L,3.1,L,78.6,L
12,Durham,Sacramento Valley,Jan 2015,1.33,K,0.19,K,193,K,9.2,K,61.7,K,36.0, ,46.7,K,98,K,59,K,84,K,41.9,K,2.6,K,47.1,K
12,Durham,Sacramento Valley,Feb 2015,1.97,K,2.95,K,275,K,11.8,K,66.6,K,41.7,K,53.4,K,97,K,56,K,81,L,46.3,L,3.6,K,53.3,K
12,Durham,Sacramento Valley,Mar 2015,4.09,K,0.02,K,414,K,10.9,L,74.9,L,45.0,L,59.6,L,96,L,33,L,63,L,46.4,L,3.1,K,58.6,K
12,Durham,Sacramento Valley,Apr 2015,5.46, ,2.04, ,566,K,10.4, ,75.6, ,45.7, ,60.1, ,91, ,32, ,58, ,44.5, ,3.7, ,62.6, 
12,Durham,Sacramento Valley,May 2015,6.45, ,0.00, ,653, ,13.6, ,78.7, ,51.8, ,65.1, ,93, ,42, ,64, ,52.3, ,3.4, ,71.0, 
12,Durham,Sacramento Valley,Jun 2015,7.28, ,0.02, ,690, ,19.2,K,90.6, ,60.2, ,75.0, ,92, ,41, ,64,K,62.1,K,2.7, ,77.3, 
12,Durham,Sacramento Valley,Jul 2015,7.03,K,0.00,K,634, ,19.4,K,90.1,K,61.4, ,75.2, ,92, ,43, ,65,K,62.5,K,2.8, ,76.0, 
12,Durham,Sacramento Valley,Aug 2015,6.10,K,0.03, ,579, ,17.8, ,89.0,K,57.4, ,72.1, ,94, ,42, ,66, ,60.2, ,2.4, ,75.6, 
12,Durham,Sacramento Valley,Sep 2015,4.42,K,0.16, ,460,K,14.6,K,87.0,K,54.4, ,68.4,K,93, ,33, ,62,K,54.5,K,2.4, ,70.7, 
12,Durham,Sacramento Valley,Oct 2015,3.30, ,0.73, ,344,K,13.7, ,82.2, ,51.7, ,64.8, ,93, ,36, ,66, ,52.7, ,2.3, ,65.8, 
12,Durham,Sacramento Valley,Nov 2015,1.68, ,2.00,K,228, ,8.5, ,62.2, ,37.1,K,48.0, ,94, ,45, ,72, ,39.1, ,2.9, ,52.7, 
12,Durham,Sacramento Valley,Dec 2015,0.95, ,2.46, ,140, ,8.6,K,54.2, ,37.5, ,45.7, ,95, ,59, ,79,K,39.5,K,3.8, ,47.9, 
12,Durham,Sacramento Valley,Jan 2016,0.99, ,6.30, ,140, ,10.1, ,55.9, ,41.7,K,48.6, ,95, ,67, ,85, ,43.9, ,3.7, ,48.8, 
12,Durham,Sacramento Valley,Feb 2016,2.29,K,0.56, ,287,K,9.7, ,67.4,K,40.6, ,53.4,K,94,K,45,K,69,K,43.4,K,3.3, ,51.9, 
12,Durham,Sacramento Valley,Mar 2016,2.89, ,7.00,K,337,K,11.1,K,66.3, ,45.1,K,55.4, ,94, ,52, ,74,K,46.7,K,4.4, ,56.4, 
12,Durham,Sacramento Valley,Apr 2016,5.12, ,0.75, ,526,K,11.4, ,75.6, ,49.4,K,62.0, ,91, ,37, ,60, ,47.5, ,3.8, ,64.6, 
12,Durham,Sacramento Valley,May 2016,6.06, ,0.83, ,609,K,14.5, ,80.5, ,54.2, ,66.8, ,93, ,41, ,65, ,54.1, ,3.0, ,70.8, 
12,Durham,Sacramento Valley,Jun 2016,7.01,K,0.34, ,672,K,17.4,K,88.1,K,57.6, ,72.5,K,92, ,38, ,63,K,59.0,K,2.9, ,75.0, 
